path,sentence,up_votes,down_votes,age,gender,accent
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644750.mp3,Alikataza mila za kilio kwa sababu alitaka kuficha idadi ya askari waliokufa,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_29381857.mp3,Miguu ya nyuma ina vidole vitano vyenye ngozi katikati.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_29382045.mp3,Hawa ni hatari sana kwa sababu sumu yao ni kali sana.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28246195.mp3,Tatizo hilo la kimataifa ni kubwa zaidi katika nchi nyingi za Afrika.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28246197.mp3,Mikoa mitatu kati yake iko katika kisiwa cha Unguja.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28246199.mp3,Ugonjwa wa kisukari husababishwa na mwili kushindwa kuongoza kiwango cha sukari katika damu.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30712093.mp3,Pia anakuwa ni Rais wa kwanza mwanamke Mara tu baada ya taifa kutangaziwa kifo,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30712094.mp3,Kwani ingawa lugha hii inasemekana kuwa na wazungumzaji.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30712096.mp3,ambazo zimeundwa ili kukinga na kupunguza,3,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28246346.mp3,Kaisari aliamua pia kuhamisha mji mkuu kurudi tena Beijing.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28246365.mp3,Huu ni mji wa pili kwa ukubwa katika orodha ya miji ya Uturuki.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28246384.mp3,Magonjwa ya aina hiyo ni muhimu sana katika tiba ya binadamu na mifugo.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30637662.mp3,kwenye ziwa lenye maji yanayotiririka toka nyanda za juu za milima,4,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30637663.mp3,Hakutokea kwenye picha za mchezo huo wala jina lake halikua kwenye orodha,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30637664.mp3,Uhuru wa kila mmiliki wa mali miongoni mwa watu wazima,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31893104.mp3,"""Mimi nimemkatia huyu kipande katika ardhi yangu, katikati, nusu kwa nusu""",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31893105.mp3,Kapata shilingi ngapi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31893176.mp3,Usidharau nkoko ndio uvao nlinga.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574252.mp3,Tatizo hili limekuwa likiwasumbua hususani kipindi cha kukaribia mitihani,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574254.mp3,Jumuiya ya wachukuzi na umoja wa watumishi wa majumba ya wazungu,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574255.mp3,Jando na Unyago mamboleo inaweza ikaleta mapinduzi makubwa katika malezi kwa vijana,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31292826.mp3,"Kama jina la kiingereza linavyodokeza, inahusisha jinsi ya kufundisha mashine.",2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31292827.mp3,Wapo wachezaji ambao sasa watakuwa ndio wenyeji wa wale wapya wanaokuja kuchukua nafasi zetu,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31292830.mp3,Akatembelea Ujerumani na kutazama mafuvu ya makumbusho ya Bremen,3,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_33402383.mp3,anaeleza Mrisho Mpoto Clouds mia tatu sitini kuwa Kuna kipindi nilifanya kazi,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_33402386.mp3,Mwaka elfu moja mia tisa kumi na tisa,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_33402388.mp3,huyo ni rais wa shirika la msalaba mwekundu duniani icrc,3,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644782.mp3,Vyakula vya asili vinavyopendelewa kuliwa na Wazigua ni ugali,4,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644783.mp3,Baadhi ya wasanii huwa hawamfuati Aristotle katika kufululiza kuelekea kileleni.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644787.mp3,Hata mtoto akukosee kiasi gani kamwe huwezi kuruhusu kosa kukutawala,3,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31895962.mp3,Kumbuka kuchukua kalamu yako,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31896072.mp3,Ukitamba sana huondoka na mavi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31896079.mp3,Dalili ya mvuwa ni mawingu,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_33335792.mp3,watu wa Uturuki ya kisasa inaundwa na Waturuki,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_33335791.mp3,ya kufariki kwa rais wa awamu ya tano makamu wake akaaimu nafasi ya rais,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_33335789.mp3,umati katika umati wa watu mitaani maduka sinema,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574203.mp3,Wakurya wana sherehe maalumu ambazo husherehekewa baada ya mavuno,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574205.mp3,Njoo unipeleke hospitalini,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574294.mp3,Kipindi cha likizo alivyokuwa akirudi likizo aliendelea na maisha yake ya kuchunga nâgombe,2,1,thirties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31893309.mp3,Mama anafagia uwanjani kwetu,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31893311.mp3,Watu wa posta wamefikisha mizigo ya wateja,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31893319.mp3,Mwivi kantoweka hazarani,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27729868.mp3,"Wanatokea katika Afrika kusini kwa Sahara tu, mara nyingi milimani.",2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27729935.mp3,Uzito una uwiano sawa na masi.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27729937.mp3,Magharibi kawaida huwa upande wa kushoto kwenye ramani.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31290176.mp3,Tazama,2,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31290180.mp3,Johann Ludwig Krapf aliandika mnamo mwaka elfu moja mia tisa sitini,2,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31290181.mp3,Pia mgonjwa anapewa mfumo wa maisha ambao anatakiwa autumie,2,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644792.mp3,umoja na mshikamano ni nyenzo bora ya kujenga taifa,3,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644793.mp3,Bandari ya Djbouti katika taifa la Djibouti,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644796.mp3,Halmashauri ya wilaya ya Nzega na Halmashauri ya Nzega mjini,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210284.mp3,Mito ote haina foronya,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210413.mp3,Msichana mzuri sana,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210417.mp3,Veleka mzigo kwa bibi yako.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574363.mp3,pamoja na ufadhili kutoka kampuni ya nguo ya Tommy Hilfiger Monster Energy na Puma,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574365.mp3,barcelona ilihitaji ushindi wa mabao mawili kwa sifuri isonge mbele,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574367.mp3,Kiaustria alilaumu kutofaulu kwa sera za ushauri wa kiuchumi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574400.mp3,Ruaha Mkuu ni mto muhimu nchini Tanzania na tawi la mto la Rufiji,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574402.mp3,walipokuwa wakiaabudia mizimu yao milimani kisha kurudi ziwani na kujitumbukiza kwenye maji baridi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574404.mp3,kuhusiana na zoezi la shughuli betala kutoka,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28704686.mp3,"Zamani ilijulikana kwa jina la ""Wilaya ya Mara Kaskazini"".",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28704687.mp3,"Kihistoria ""Shamu"" ilikuwa jina la nchi yote upande wa mashariki wa bahari ya Mediteranea.",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28704688.mp3,Watu wachache hupata athari ya mzio.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574458.mp3,Waingereza waliipa uhuru Zanzibar chini ya Jumuiya ya Madola,6,3,,,"swahili accent,coastal swahili accent"
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574459.mp3,nanenane ni tukio la kitaifa linaloadhimishwa kila mwaka nchini tanzania,6,0,,,"swahili accent,coastal swahili accent"
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574460.mp3,Lakini unapokuwa na kisukari aina ya kwanza unaweza kula vyakula vyovyote vyenye afya,6,3,,,"swahili accent,coastal swahili accent"
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644807.mp3,Mji huo ni tajiri na mashuhuri katika Pwani ya Afrika Mashariki ulivamiwa na kuharibiwa,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644808.mp3,Mtoto wa pili wa hayati Karume ni Amani Abeid Karume,3,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644809.mp3,Ukali wa utetezi wa Warusi ulichosha nguvu za Wajerumani kwani walikuwa wameshindwa,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31189470.mp3,Jokate Mwegelo ni mwanamke mwenye umri wa miaka thelathini na nne,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31189471.mp3,katika mashindano ya kuvumbua vifaa vinavyoweza kutatua matatizo ya Pwani.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31189472.mp3,Kwa muda wa miaka ishirini na sita usultani ulikuwa na fedha yake ya pekee,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31853601.mp3,Yana chulipika kiadhi tamu,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31853602.mp3,Tabia si sura ni tabia,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31853603.mp3,Anatazama mpira uwanjani,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31080927.mp3,Katika Mkoa wa Mara nchini Tanzania na imani zao baadhi zinafanana,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31080940.mp3,Katika dunia hii kila kabila lina tamaduni na desturi zake,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31080941.mp3,kuangalia ndege na maua wakati wa masika ni Januari hadi April,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30622793.mp3,Kila juhudi ziliwekwa na rasilimali nyingi kutengwa,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30622800.mp3,Kifo mara nyingi husababishwa na maudhi au uchovu,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30622851.mp3,Watu saba mashuhuri kutoka Newyork kwa tiketi ya umoja wa mataifa walikutana na Mandela,2,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31389817.mp3,Kuanzia mwaka huo wa elfu moja na mia saba,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31389819.mp3,Nisubiri,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31389822.mp3,chumbe ni eneo zuri kwa utalii wa ekolojia,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31291655.mp3,Jitihadi haiondoi kudura,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31292586.mp3,"Chuoni, nilianzisha kikundi cha ufundishaji teknolojia.",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31292662.mp3,Jino la pembe si dawa ya pengo,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32411362.mp3,Epiga mbio tangu skuli hadi nyumbani,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32411363.mp3,"""Huyu ndugu yangu, huyu n""",2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32411364.mp3,Juma chachu tasafiri kwenda Amu.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31466132.mp3,Ni ule unaoendelea kujengwa nchini Ethiopia kwa kutumia maji ya mto Nile,4,0,,,
